"","caseID","q1","q2r1","q2r2","q2r3","q2r4","q2r5","q2r6","q2r7","q2r8","q2r9","q2r10","q4r1","q4r2","q4r3","q4r4","q4r5","q4r6","q4r7","q4r8","q4r9","q4r10","q4r11","q5r1","q11","q12","q13r1","q13r2","q13r3","q13r4","q13r5","q13r6","q13r7","q13r8","q13r9","q13r10","q13r11","q13r12","q24r1","q24r2","q24r3","q24r4","q24r5","q24r6","q24r7","q24r8","q24r9","q24r10","q24r11","q24r12","q25r1","q25r2","q25r3","q25r4","q25r5","q25r6","q25r7","q25r8","q25r9","q25r10","q25r11","q25r12","q26r18","q26r3","q26r4","q26r5","q26r6","q26r7","q26r8","q26r9","q26r10","q26r11","q26r12","q26r13","q26r14","q26r15","q26r16","q26r17","q48","q49","q50r1","q50r2","q50r3","q50r4","q50r5","q54","q55","q56","q57"
"2382",2382,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,6,NA,1,2,4,2,4,1,4,4,4,2,4,4,5,2,2,4,3,1,2,2,4,3,2,2,4,4,2,3,2,5,4,3,2,3,3,4,6,3,3,5,6,5,5,6,3,6,4,5,5,6,5,3,3,1,0,1,0,0,0,1,2,7,1
"1289",1289,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,6,1,2,2,2,1,5,1,2,2,4,6,3,2,1,5,3,3,6,2,4,1,1,1,6,6,2,6,3,2,4,6,6,6,4,3,6,5,4,1,1,0,0,0,0,1,2,14,NA
"1248",1248,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,5,4,4,4,2,4,2,4,4,2,2,4,4,5,3,6,3,5,3,2,3,4,3,4,3,3,3,3,2,4,4,2,3,2,2,3,3,3,3,4,3,4,4,4,3,5,6,3,4,5,3,4,4,6,1,0,0,0,0,1,2,2,8,2
"1687",1687,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,4,3,1,2,3,1,1,1,4,3,4,1,4,1,3,1,1,3,1,1,2,1,6,2,1,3,3,5,2,5,3,2,5,4,4,4,4,3,5,1,3,2,4,2,1,1,1,6,4,5,2,4,2,1,3,2,1,0,0,0,0,1,2,5,2
"2123",2123,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,3,4,3,3,3,1,2,1,2,2,3,2,2,1,2,2,3,1,3,3,3,2,3,2,3,3,5,3,3,3,3,4,3,3,4,5,4,2,3,3,3,3,2,4,4,3,4,6,4,3,5,4,3,3,4,2,1,0,0,0,0,4,1,7,2
"999",999,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,NA,4,2,4,4,4,4,4,1,4,4,2,4,4,4,5,2,6,3,5,1,3,4,3,1,5,2,2,1,4,3,4,6,3,1,2,1,1,1,2,1,3,6,1,6,6,1,6,3,6,4,4,1,3,3,3,3,0,0,0,1,0,1,2,11,1
"852",852,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,6,NA,1,1,4,4,4,1,3,4,4,4,4,4,2,2,2,1,1,1,4,5,1,4,4,2,1,1,2,1,1,3,3,1,1,1,1,1,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,1,1,0,0,0,0,1,2,12,2
"31",31,11,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,NA,4,4,1,1,1,4,4,2,2,4,2,4,1,4,2,1,1,1,1,1,1,1,3,1,2,1,1,4,1,1,5,5,2,1,2,1,1,5,1,1,1,1,1,2,3,1,3,6,1,6,1,1,3,1,4,1,0,0,0,0,1,1,2,12,2
"245",245,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,1,1,3,4,3,1,3,2,3,2,3,2,4,3,4,4,3,2,3,3,4,3,4,3,4,3,3,3,1,3,2,4,2,3,4,3,5,4,4,4,4,4,4,2,4,6,4,4,5,3,4,3,5,2,1,0,0,0,0,1,2,8,2
"1138",1138,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,NA,3,3,1,3,4,2,4,1,4,4,4,2,4,4,3,2,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,4,2,3,2,2,2,2,4,4,3,3,2,4,4,4,4,3,3,3,4,3,4,2,4,1,0,1,0,0,0,6,1,4,1
"646",646,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,1,6,1,4,4,4,4,2,4,4,2,4,4,3,5,5,1,5,5,2,5,2,5,5,4,2,4,4,2,3,2,5,4,3,3,5,3,4,5,2,5,5,5,5,5,5,3,5,5,5,5,5,2,5,2,2,1,0,0,0,0,1,2,11,2
"453",453,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,4,3,1,3,3,1,2,2,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,3,2,3,4,2,2,4,3,6,3,3,4,2,6,3,4,4,6,4,4,4,3,2,3,5,2,1,0,0,0,0,1,2,6,1
"842",842,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,4,6,1,4,4,4,4,2,4,4,4,4,4,4,6,1,1,6,6,1,1,1,6,6,3,1,1,2,1,1,3,6,1,1,1,1,1,3,6,1,4,3,2,6,1,1,1,6,6,3,4,1,4,3,3,4,0,0,0,1,1,1,2,11,1
"1162",1162,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,4,5,1,4,4,3,4,2,4,4,4,3,4,4,3,1,2,2,3,4,2,2,3,2,2,2,3,4,3,3,3,4,2,4,3,4,3,2,3,2,2,4,3,3,4,4,3,2,4,4,4,3,4,3,3,1,0,0,0,0,1,1,2,14,1
"2225",2225,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,6,1,4,4,2,4,2,4,4,4,2,4,1,3,2,1,2,5,2,4,3,2,3,4,4,4,3,3,4,1,3,2,1,5,3,3,4,1,1,1,2,3,3,5,2,4,6,5,5,3,2,4,2,4,1,0,1,1,0,0,1,2,12,1
"2078",2078,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,4,5,1,1,3,3,3,2,4,4,4,2,2,1,5,2,2,5,4,1,2,2,5,2,2,2,6,4,3,4,2,3,3,5,3,1,3,5,5,3,5,3,4,4,3,4,3,6,5,5,4,3,5,4,4,2,1,0,0,0,0,1,2,6,2
"519",519,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,3,6,3,4,4,2,1,1,4,2,4,4,4,1,3,4,3,4,3,2,3,2,4,3,4,3,4,2,3,3,3,4,3,3,3,4,4,2,3,4,3,5,2,3,3,3,3,4,4,4,2,5,2,4,3,3,1,0,0,0,0,1,2,7,2
"1572",1572,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,6,1,4,4,4,4,2,4,4,4,4,4,4,3,1,1,1,4,3,1,2,4,3,3,2,3,2,3,1,2,5,2,1,2,2,3,3,2,3,3,3,3,3,3,1,2,3,4,4,3,2,5,2,5,1,0,0,0,0,1,6,1,14,2
"1755",1755,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,4,3,1,3,4,2,3,3,4,4,4,3,2,4,4,2,1,1,6,1,2,2,4,2,1,1,1,1,2,1,1,5,2,2,2,2,3,3,2,2,2,3,2,2,4,2,5,4,3,3,3,3,3,4,4,1,0,0,0,1,0,1,2,14,2
"2038",2038,6,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,3,3,1,3,3,2,4,1,4,3,4,1,3,1,3,1,3,4,5,1,1,1,3,2,1,1,4,4,3,4,4,3,2,4,2,2,2,2,4,2,4,6,4,6,6,3,4,1,4,4,6,1,6,6,4,1,0,0,1,0,0,1,2,13,1
"1611",1611,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,3,3,2,3,4,4,4,1,4,4,4,4,4,4,5,3,5,4,4,2,3,2,6,1,3,1,2,2,2,2,2,5,2,3,2,2,5,5,2,3,4,4,4,1,4,2,2,6,2,5,3,3,2,2,3,1,0,0,0,0,1,1,2,5,2
"1091",1091,3,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,3,1,1,1,4,1,1,1,3,1,3,1,1,2,2,4,2,3,1,1,2,2,3,2,3,1,2,1,3,1,2,2,1,2,3,3,2,2,3,2,3,2,3,1,2,2,2,2,2,2,1,2,2,4,2,0,0,0,1,0,3,2,5,2
"269",269,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,4,6,1,4,4,1,3,1,2,2,3,2,1,1,3,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,2,1,3,6,3,1,1,1,4,1,4,3,1,0,0,0,0,1,1,11,2
"1371",1371,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,4,1,1,4,4,4,1,4,4,4,1,2,4,4,2,2,3,5,1,1,1,5,1,1,1,3,2,1,1,1,4,1,3,2,2,3,2,1,1,2,4,1,1,1,1,1,6,1,1,1,1,3,3,4,2,1,0,0,0,0,1,1,3,NA
"1576",1576,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,4,5,1,4,4,1,4,2,4,4,4,3,4,3,3,1,1,5,3,1,2,2,6,3,5,2,5,4,3,5,2,5,4,5,4,2,3,2,2,1,1,3,3,5,3,1,2,6,5,4,4,4,2,3,4,3,1,0,0,0,0,1,2,9,1
"324",324,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,3,5,1,3,2,4,4,1,2,4,1,2,4,4,4,1,1,2,1,1,1,1,4,1,1,1,1,3,1,1,1,6,1,3,1,3,2,1,3,1,2,2,4,3,2,1,1,1,2,1,3,1,3,1,3,1,0,1,1,0,0,1,2,7,1
"1390",1390,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,6,1,4,4,1,4,2,4,4,4,4,4,4,2,2,2,4,5,1,2,1,2,2,3,1,2,1,2,2,3,5,2,3,2,1,1,3,2,2,5,2,5,2,5,2,3,5,5,5,5,2,3,2,4,2,1,0,0,0,0,1,2,1,2
"133",133,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,4,2,1,1,4,4,4,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,3,6,1,3,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,4,1,0,0,0,1,0,1,2,8,2
"2006",2006,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,4,5,1,1,4,1,3,1,4,3,4,2,3,1,5,2,3,1,3,3,1,1,6,1,1,1,1,1,1,1,1,5,2,3,1,1,5,4,4,5,3,6,3,5,5,3,3,2,5,5,6,5,5,2,4,1,1,0,0,0,0,6,2,4,2
"2224",2224,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,4,5,1,2,4,1,2,1,2,2,2,1,3,2,2,1,3,4,2,2,1,2,3,2,1,1,2,1,3,1,1,6,2,2,1,1,1,1,5,2,2,4,3,3,3,2,1,2,4,6,3,3,5,3,4,1,0,1,0,0,0,1,2,6,2
"1530",1530,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,3,6,2,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,1,2,1,4,2,3,2,3,3,3,2,2,4,2,2,2,2,3,3,4,2,4,3,2,4,4,3,3,5,4,3,4,2,2,3,2,4,1,0,0,0,0,1,2,5,1
"989",989,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,NA,4,6,1,4,4,4,4,2,4,4,2,4,2,2,2,2,2,4,3,2,2,2,4,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,3,1,3,2,3,4,4,4,4,6,4,3,2,2,3,3,6,2,1,0,0,0,0,1,2,9,1
"596",596,3,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,4,3,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,6,1,0,0,1,0,0,1,1,13,2
"1312",1312,6,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,4,3,1,2,3,4,3,2,4,4,4,1,2,1,2,2,3,2,3,2,1,2,4,1,1,1,3,3,3,2,2,3,2,3,2,3,5,1,5,2,4,3,2,5,3,2,3,3,3,2,6,4,3,3,3,1,0,1,0,0,0,1,2,12,NA
"1608",1608,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,4,4,3,3,4,3,2,2,4,3,4,2,3,2,1,1,4,1,3,1,1,1,5,1,2,1,2,2,1,3,3,4,3,3,2,1,3,1,4,1,1,3,2,1,3,1,2,6,3,2,3,1,2,2,4,2,1,0,0,0,0,3,2,9,1
"2282",2282,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,6,1,4,4,2,4,2,2,4,4,4,4,4,3,2,2,3,2,1,2,3,3,2,3,4,2,3,3,3,3,5,3,3,3,3,3,2,3,3,4,2,4,2,2,3,2,3,2,4,4,2,4,2,3,3,0,1,1,0,0,1,2,5,1
"1049",1049,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,3,6,1,2,4,3,2,1,3,4,3,3,4,4,1,1,1,3,4,1,1,1,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,5,3,5,1,1,6,3,3,2,1,4,2,3,2,1,0,0,0,0,1,2,12,2
"1110",1110,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,6,1,4,1,1,4,1,4,4,4,4,4,1,2,2,2,3,4,1,3,3,3,1,2,3,1,1,2,2,2,6,1,2,2,2,2,1,5,3,4,2,2,4,5,1,2,3,5,4,4,3,1,2,3,1,0,0,1,0,0,1,2,7,2
"437",437,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,2,4,4,4,4,1,1,4,4,4,4,4,4,5,5,5,2,5,2,2,5,2,1,5,2,6,2,2,1,6,6,6,2,2,5,1,5,2,2,5,5,6,2,2,5,2,5,2,2,2,2,2,2,2,2,0,1,0,0,0,1,2,4,2
"2176",2176,9,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,0,0,0,0,1,1,2,5,2
"792",792,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,2,6,2,4,4,2,4,2,2,4,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,1,0,0,0,0,1,2,9,2
"1329",1329,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,4,5,1,4,4,2,4,1,4,4,2,4,4,4,4,1,1,3,4,1,1,1,3,1,3,1,2,2,2,1,1,4,1,2,1,1,1,2,2,6,5,5,5,6,5,2,4,6,4,5,5,5,5,5,6,4,1,0,0,0,0,1,2,7,NA
"2053",2053,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,4,3,1,4,4,1,4,1,4,4,4,2,4,1,5,1,1,6,6,1,1,1,6,1,1,1,3,3,3,3,1,6,3,4,2,1,3,5,3,3,4,4,6,6,5,6,3,6,3,4,6,4,6,6,3,2,0,0,0,0,1,1,2,5,1
"1149",1149,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,1,5,1,3,4,3,2,1,4,4,4,2,4,2,1,2,2,6,3,2,4,2,6,2,1,2,1,4,3,2,2,6,1,5,3,2,4,2,3,2,2,2,1,4,4,2,2,6,6,3,5,4,4,2,6,1,1,0,0,0,0,1,2,7,2
"767",767,4,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,NA,2,3,2,2,2,1,3,1,2,3,3,1,2,2,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,1,4,1,1,0,0,0,0,2,2,13,1
"1000",1000,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,4,1,1,4,1,1,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,3,3,6,2,4,5,5,2,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,0,0,0,0,2,2,6,2
"1882",1882,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4,5,1,1,4,4,2,1,4,4,3,3,4,1,1,1,1,2,3,1,1,1,5,1,3,1,3,2,2,1,3,4,1,2,3,1,4,3,2,2,2,3,4,2,1,3,1,6,3,5,2,3,2,4,1,2,1,0,0,0,0,1,2,14,2
"1330",1330,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,4,3,1,1,4,4,4,1,4,4,4,1,4,4,5,1,1,2,2,1,2,1,4,2,1,2,2,1,2,2,3,4,2,2,3,3,3,3,2,4,4,3,3,3,4,2,3,6,2,2,3,2,3,2,4,3,1,0,0,0,0,1,2,14,NA
"1603",1603,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,4,2,4,4,4,4,4,2,4,4,4,4,1,4,3,1,6,3,6,1,1,1,6,1,2,1,1,2,1,1,1,6,1,2,2,1,1,2,2,4,3,5,4,2,4,3,3,5,3,2,3,1,5,2,5,1,0,0,0,0,1,1,2,14,2
"567",567,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,2,2,1,4,4,4,2,1,4,2,3,4,4,4,2,1,3,2,2,2,1,1,1,2,1,1,1,2,2,2,2,3,2,2,1,3,1,3,2,2,1,3,2,3,1,3,3,2,2,2,2,1,3,2,4,1,0,0,1,0,0,2,2,9,1
"2227",2227,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,4,4,1,3,3,2,3,1,3,3,1,3,3,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,6,1,2,2,2,3,1,2,2,2,3,2,1,1,2,2,2,2,3,1,2,3,1,4,1,0,1,0,0,0,1,2,12,1
"483",483,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3,6,4,4,4,3,4,2,4,4,3,2,4,4,4,3,6,1,5,2,3,3,3,3,4,3,3,4,4,3,3,4,1,3,3,3,2,2,6,3,4,3,4,6,5,2,5,6,6,4,6,4,5,2,4,1,1,0,0,0,0,1,2,5,1
"1771",1771,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,3,4,1,1,4,4,4,1,4,4,3,2,1,3,3,1,2,2,4,3,2,3,6,3,5,3,3,2,1,4,2,3,2,3,2,2,2,4,5,3,4,2,1,2,4,5,2,6,2,4,5,2,3,1,4,2,1,0,0,0,0,2,2,14,2
"145",145,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,1,5,1,4,4,4,4,2,4,4,4,2,4,2,1,1,1,2,3,3,2,1,2,2,3,3,3,6,3,4,4,3,2,4,6,2,4,5,5,2,5,3,3,4,4,2,4,4,3,3,4,4,6,2,3,1,0,0,0,0,1,1,2,12,1
"1021",1021,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,3,6,1,1,4,4,4,2,4,4,2,4,2,1,5,1,1,5,3,3,1,2,6,1,1,2,2,3,3,3,3,5,3,4,3,1,2,2,2,2,4,4,2,3,4,2,4,4,4,5,5,3,4,3,4,1,0,0,0,0,1,1,2,14,1
"740",740,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,3,6,1,3,4,1,4,2,4,4,3,1,3,1,2,1,1,3,2,2,1,1,3,1,3,1,2,3,2,2,1,4,2,2,2,3,2,1,2,2,2,2,3,3,2,3,2,3,3,1,2,2,2,3,4,1,0,0,1,0,0,1,2,6,2
"535",535,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,6,4,4,4,3,4,4,2,3,1,4,4,4,5,1,6,1,3,3,4,5,2,5,6,5,4,4,5,2,6,6,2,2,4,2,2,2,4,4,3,5,2,5,4,3,5,4,6,5,4,4,3,5,3,3,1,0,0,0,0,1,2,12,1
"1830",1830,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,3,3,4,4,4,4,3,6,2,2,6,6,4,6,4,2,3,3,1,1,6,6,6,2,6,6,6,1,6,6,6,1,6,4,4,1,0,1,1,0,0,1,2,12,1
"547",547,5,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,4,4,1,1,2,2,2,1,2,2,1,1,2,2,5,1,1,2,1,1,3,1,5,1,1,1,3,2,1,1,3,5,1,3,1,2,3,4,1,1,4,3,3,1,1,1,2,6,2,4,4,3,2,1,2,2,1,0,0,0,0,1,2,5,1
"2013",2013,5,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,4,2,1,1,4,2,3,1,4,4,3,4,4,4,3,1,1,6,1,1,3,3,6,1,2,1,2,1,1,2,1,6,2,2,1,1,1,6,4,1,3,3,3,3,2,4,2,3,3,3,6,2,2,5,3,2,0,0,1,1,0,2,2,3,1
"776",776,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,3,5,1,2,3,3,4,3,3,4,3,4,1,4,5,1,1,3,5,2,2,2,5,3,5,4,5,2,5,5,3,3,4,2,2,2,5,3,5,3,3,1,4,5,3,2,3,6,4,3,4,4,1,2,3,4,1,0,0,0,0,1,2,6,1
"704",704,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,3,4,1,4,4,4,4,1,4,4,2,2,4,4,3,2,1,2,3,3,2,2,3,2,3,2,3,4,3,4,3,4,3,4,3,2,3,2,5,3,4,3,2,3,4,2,3,2,4,3,4,2,3,3,4,1,0,1,1,0,0,1,2,7,2
"1932",1932,6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,4,4,4,4,2,4,4,4,4,4,4,6,2,5,2,2,1,1,2,1,2,2,2,2,6,2,2,3,5,4,3,3,2,1,2,2,3,2,5,2,2,5,2,2,2,4,4,3,2,3,3,4,1,0,0,1,0,0,1,1,1,1
"1464",1464,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,4,6,1,4,4,1,4,1,2,2,4,1,4,3,5,3,1,6,4,2,3,2,5,2,1,1,3,2,3,1,2,6,3,2,2,3,1,4,2,3,6,3,6,5,3,1,1,2,4,5,3,3,3,2,3,4,0,0,1,0,0,1,2,5,2
"298",298,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2,4,1,2,2,3,3,1,3,3,2,3,3,3,4,2,3,3,4,2,3,2,3,4,3,3,3,3,4,4,2,4,3,4,3,3,2,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,2,2,1,0,0,0,0,1,2,1,1
"500",500,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,4,3,4,4,4,3,4,4,1,4,4,2,2,2,5,4,4,2,3,3,2,3,3,2,3,2,2,2,3,5,2,3,2,2,3,2,4,2,4,4,4,4,5,2,4,6,5,3,3,3,3,3,3,1,1,0,0,0,0,1,2,11,2
"688",688,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,NA,3,5,1,4,4,2,4,1,4,4,4,4,4,1,6,1,1,6,3,1,1,1,6,1,3,1,3,4,2,4,2,4,1,3,1,1,3,3,4,1,4,3,3,4,3,1,2,3,4,6,4,2,5,1,4,1,1,0,0,0,0,1,2,6,1
"1715",1715,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,3,3,1,4,4,4,4,1,4,4,4,4,4,4,6,1,3,5,4,1,2,1,5,2,6,1,3,4,1,2,3,6,2,3,1,1,1,3,6,1,1,5,6,4,6,1,4,6,2,6,6,2,6,4,6,1,0,0,0,0,1,1,2,14,1
"1408",1408,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,4,3,1,1,4,3,4,1,4,4,4,4,1,2,6,1,1,5,6,1,1,2,2,1,6,2,2,2,2,2,3,6,2,1,2,2,2,2,1,2,1,6,1,1,1,6,2,6,1,4,2,1,1,3,6,1,0,0,1,0,0,1,2,14,1
"1164",1164,9,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,4,6,1,1,1,1,4,1,3,3,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,0,1,1,2,2,9,1
"266",266,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,4,2,1,1,1,4,4,1,4,1,4,1,4,4,3,3,3,2,2,2,2,4,4,3,3,2,1,1,2,2,2,1,3,1,3,3,4,4,2,1,2,2,1,1,3,2,2,1,1,3,1,2,2,2,6,2,1,0,0,0,0,1,2,3,2
"142",142,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,NA,3,2,1,1,4,3,4,2,4,3,3,2,2,2,6,2,2,3,2,2,1,1,3,2,1,1,2,1,1,2,1,6,2,1,2,1,2,2,6,1,3,1,3,2,6,1,4,6,3,6,3,2,6,3,2,1,0,0,0,1,0,1,2,6,1
"1438",1438,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,4,5,1,1,4,1,3,2,4,4,2,3,3,2,5,2,3,4,4,1,2,2,5,2,2,2,2,3,2,3,3,5,2,2,3,2,2,3,2,3,3,2,3,2,4,2,4,5,4,5,3,2,2,2,6,3,1,0,0,0,0,1,2,14,1
"8",8,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,NA,4,5,1,4,2,1,4,2,4,4,4,2,2,1,4,1,3,3,3,1,1,1,6,1,1,1,2,2,2,1,1,6,1,4,3,3,3,3,2,1,2,3,1,3,1,2,2,3,2,2,2,2,2,1,3,1,0,0,0,0,1,1,2,8,2
